Time,1,100032
Time,1,100033
Time,1,100034
Time,1,100035
Time,1,100036
Time,1,100037
Time,1,100038
Time,1,100039
Time,1,100048
Time,1,100049
Time,1,100050
Time,1,100051
Time,1,100052
Time,1,100053
Time,1,100423
Time,2,200033
Time,2,200034
Time,2,200035
Time,2,200399
Time,2,200400
Time,2,200401
Time,2,200402
Time,3,300058
Time,3,300059
Time,3,300060
Time,3,300061
Time,3,300064
Time,3,300065
Time,3,300066
Time,3,300067
Time,3,300070
Time,3,300071
Time,3,300074
Time,3,300075
Time,3,300076
Time,3,300077
Time,3,300080
Time,3,300081
Time,3,300082
Time,3,300083
Time,3,300088
Time,3,300089
Time,3,300090
Time,3,300091
Time,3,300094
Time,3,300095
Time,3,300099
Time,3,300103
Time,3,300107
Time,4,400204
Time,5,500517
Time,5,500518
Time,5,500519
Time,5,500520
Time,5,500521
Time,5,500522
Time,5,500523
Time,5,500524
Time,5,500525
Time,5,500526
Time,5,500527
Time,5,500528
Time,5,500529
Time,5,500530
Time,5,500531
Time,5,500532
Time,5,500533
Time,5,500534
Time,5,500535
Time,5,500536
Time,5,500537
Time,5,500538
Time,5,500539
Time,5,500540
Time,5,500541
Time,5,500542
Time,5,500543
Time,5,500544
Time,5,500545
Time,5,500546
Time,5,500547
Time,5,500548
Time,5,500549
Time,5,500550
Time,5,500551
Time,5,500552
Time,5,500553
Time,5,500554
Time,5,500555
Time,5,500556
Time,6,600020
Time,6,600021
Time,6,600022
Time,6,600237
Time,6,600238
Time,6,600239
Time,6,600240
Time,6,600241
Time,6,600242
Time,6,600243
Time,6,600244
Time,6,600245
Time,6,600246
Time,6,600247
Time,6,600248
Time,6,600249
Time,6,600250
Time,6,600251
Time,6,600252
Time,6,600253
Time,6,600254
Time,7,700114
Time,8,800048
Time,8,800049
Time,8,800050
Time,8,800051
Time,8,800052
Time,8,800053
Time,8,800054
Time,8,800055
Time,8,800056
Time,8,800057
Time,8,800058
Time,8,800059
Time,8,800060
Time,8,800061
Time,8,800062
Time,8,800063
Time,8,800064
Time,8,800065
Time,8,800066
Time,8,800067
Time,8,800068
Time,8,800069
Time,8,800080
Time,8,800081
Time,8,800082
Time,8,800083
Time,8,800084
Time,9,900038
Time,9,900039
Time,9,900040
Time,9,900041
Time,9,900042
Time,9,900043
Time,9,900044
Time,9,900045
Time,9,900046
Time,9,900060
Time,9,900061
Time,9,900062
Time,9,900063
Time,9,900064
Time,9,900065
Time,9,900070
Time,9,900071
Time,9,900072
Time,9,900073
Time,9,900074
Time,9,900075
Time,9,900076
Time,9,900077
Time,9,900078
Time,9,900079
Time,9,900082
Time,9,900083
Time,9,900084
Time,9,900085
Time,9,900086
Time,9,900087
Time,10,1000026
Time,11,1100001
Time,12,1200007
Time,12,1200009
Time,12,1200010
Time,12,1200011
Time,12,1200012
Time,12,1200013
Time,12,1200014
Time,12,1200015
Time,12,1200016
Time,12,1200017
Time,12,1200018
Time,12,1200019
Time,12,1200020
Time,12,1200021
Time,12,1200022
Time,12,1200024
Time,12,1200025
Time,12,1200026
Time,12,1200027
Time,12,1200390
Time,12,1200392
Time,12,1200393
Time,12,1200394
Time,12,1200395
Time,12,1200396
Time,12,1200397
Time,12,1200398
Time,12,1200399
Time,12,1200400
Time,12,1200401
Time,12,1200402
Time,12,1200403
Time,12,1200404
Time,12,1200405
Time,12,1200407
Time,12,1200408
Time,12,1200409
Time,12,1200410
Time,13,1300306
Time,13,1300307
Time,13,1300308
Time,13,1300309
Time,13,1300310
Time,13,1300311
Time,13,1300351
Time,13,1300373
Time,13,1300374
Time,13,1300375
Time,13,1300376
Time,13,1300377
Time,13,1300378
Time,13,1300379
Time,13,1300380
Time,13,1300381
Time,13,1300382
Time,13,1300383
Time,14,1400104
Time,14,1400105
Time,14,1400106
Time,14,1400107
Time,14,1400108
Time,14,1400109
Time,14,1400110
Time,14,1400111
Time,14,1400112
Time,14,1400113
Time,14,1400114
Time,14,1400115
Time,14,1400116
Time,14,1400117
Time,14,1400118
Time,14,1400119
Time,14,1400120
Time,14,1400121
Time,14,1400122
Time,14,1400123
Time,14,1400124
Time,14,1400125
Time,14,1400126
Time,14,1400127
Time,14,1400128
Time,14,1400129
Time,14,1400130
Time,14,1400131
Time,14,1400132
Time,14,1400133
Time,14,1400134
Time,14,1400135
Time,14,1400136
Time,14,1400137
Time,14,1400138
Time,14,1400139
Time,14,1400140
Time,14,1400141
Time,14,1400142
Time,14,1400143
Time,14,1400144
Time,14,1400145
Time,14,1400146
Time,14,1400147
Time,15,1500086
Time,15,1500087
Time,16,1600118
Time,17,1700380
Time,17,1700381
Time,17,1700382
Time,17,1700383
Time,17,1700384
Time,17,1700385
Time,17,1700386
Time,17,1700387
Time,17,1700388
Time,17,1700389
Time,17,1700390
Time,17,1700391
Time,17,1700392
Time,17,1700393
Time,17,1700394
Time,17,1700395
Time,17,1700396
Time,17,1700397
Time,17,1700398
Time,17,1700400
Time,17,1700401
Time,17,1700402
Time,17,1700403
Time,17,1700404
Time,17,1700405
Time,17,1700406
