Closure,1,100127
Closure,1,100128
Closure,1,100129
Closure,2,200620
Closure,2,200621
Closure,3,300031
Closure,3,300032
Closure,3,300112
Closure,3,300113
Closure,3,300114
Closure,3,300115
Closure,4,400024
Closure,4,400025
Closure,4,400032
Closure,5,500041
Closure,5,500042
Closure,5,500043
Closure,6,600101
Closure,6,600105
Closure,6,600106
Closure,7,700063
Closure,7,700064
Closure,7,700065
Closure,7,700066
Closure,8,800061
Closure,8,800062
Closure,8,800063
Closure,8,800064
Closure,8,800065
Closure,8,800066
Closure,8,800067
Closure,8,800068
Closure,8,800069
Closure,8,800070
Closure,8,800071
Closure,8,800072
Closure,8,800073
Closure,9,900013
Closure,9,900057
Closure,10,1000477
Closure,11,1100637
Closure,11,1100638
Closure,12,1200020
Closure,12,1200021
Closure,12,1200022
Closure,13,1300036
Closure,13,1300038
Closure,14,1400295
Closure,15,1500007
Closure,15,1500008
Closure,15,1500009
Closure,16,1600036
Closure,16,1600038
Closure,16,1600039
Closure,16,1600040
Closure,16,1600207
Closure,17,1700518
Closure,17,1700519
Closure,17,1700520
Closure,17,1700521
Closure,17,1700522
Closure,17,1700523
Closure,17,1700524
Closure,17,1700525
Closure,17,1700526
Closure,18,1800259
Closure,18,1800260
Closure,19,1900023
Closure,20,2000081
Closure,20,2000082
Closure,20,2000083
Closure,20,2000084
Closure,20,2000085
Closure,20,2000086
Closure,21,2100013
Closure,21,2100014
Closure,21,2100015
Closure,21,2100024
Closure,21,2100025
Closure,21,2100026
Closure,21,2100027
Closure,21,2100028
Closure,21,2100029
Closure,21,2100030
Closure,21,2100031
Closure,22,2200013
Closure,22,2200014
Closure,22,2200015
Closure,22,2200017
Closure,22,2200018
Closure,22,2200019
Closure,22,2200020
Closure,23,2300757
Closure,23,2300758
Closure,23,2300759
Closure,23,2300760
Closure,23,2300761
Closure,23,2300762
Closure,23,2300763
Closure,24,2400078
Closure,24,2400079
Closure,24,2400080
Closure,24,2400081
Closure,24,2400082
Closure,24,2400083
Closure,24,2400089
Closure,24,2400090
Closure,24,2400091
Closure,24,2400092
Closure,25,2500549
Closure,25,2500551
Closure,25,2500569
Closure,25,2500571
Closure,26,2600021
Closure,26,2600068
Closure,26,2600069
Closure,26,2600070
Closure,26,2600078
Closure,27,2700016
Closure,27,2700033
Closure,28,2800025
Closure,29,2900028
Closure,29,2900041
Closure,29,2900042
Closure,29,2900043
Closure,29,2900044
Closure,29,2900045
Closure,29,2900046
Closure,29,2900047
Closure,29,2900060
Closure,30,3000004
Closure,30,3000098
Closure,30,3000099
Closure,30,3000101
Closure,30,3000102
Closure,30,3000103
Closure,30,3000114
Closure,30,3000115
Closure,30,3000116
Closure,30,3000143
Closure,31,3100236
Closure,31,3100237
Closure,32,3200565
Closure,32,3200566
Closure,32,3200568
Closure,32,3200569
Closure,32,3200570
Closure,32,3200571
Closure,32,3200572
Closure,32,3200573
Closure,32,3200574
Closure,32,3200581
Closure,32,3200582
Closure,32,3200583
Closure,32,3200589
Closure,32,3200590
Closure,32,3200591
Closure,32,3200592
Closure,32,3200593
Closure,32,3200594
Closure,32,3200595
Closure,32,3200596
Closure,32,3200597
Closure,32,3200598
Closure,32,3200599
Closure,32,3200600
Closure,32,3200601
Closure,32,3200602
Closure,32,3200603
Closure,32,3200604
Closure,32,3200605
Closure,32,3200606
Closure,32,3200607
Closure,32,3200635
Closure,33,3300231
Closure,33,3300232
Closure,33,3300233
Closure,34,3400052
Closure,34,3400053
Closure,34,3400054
Closure,34,3400055
Closure,34,3400056
Closure,34,3400057
Closure,34,3400058
Closure,34,3400601
Closure,34,3400602
Closure,34,3401068
Closure,34,3401069
Closure,34,3401070
Closure,34,3401071
Closure,34,3401072
Closure,34,3401073
Closure,34,3401074
Closure,35,3500574
Closure,35,3500575
Closure,36,3600284
Closure,36,3600285
Closure,37,3700114
Closure,37,3700115
Closure,37,3700445
Closure,37,3700446
Closure,37,3700447
Closure,38,3800113
Closure,38,3800114
Closure,38,3800115
Closure,38,3800116
Closure,38,3800117
Closure,38,3800118
Closure,38,3800119
Closure,38,3800120
Closure,38,3800121
Closure,39,3900157
Closure,39,3900159
Closure,39,3900160
Closure,39,3900161
Closure,39,3900162
Closure,39,3900163
Closure,39,3900164
Closure,40,4000121
Closure,41,4100065
Closure,41,4100184
Closure,41,4100185
Closure,41,4100186
Closure,41,4100187
Closure,41,4100188
Closure,41,4100189
Closure,41,4100190
Closure,41,4100191
Closure,41,4100192
Closure,42,4200207
Closure,42,4200208
Closure,42,4200209
Closure,43,4300131
Closure,43,4300132
Closure,43,4300133
Closure,43,4300134
Closure,43,4300135
Closure,43,4300136
Closure,43,4300137
Closure,43,4300138
Closure,43,4300139
Closure,43,4300140
Closure,43,4300141
Closure,43,4300155
Closure,43,4300156
Closure,43,4300157
Closure,43,4300158
Closure,43,4300159
Closure,43,4300160
Closure,43,4300161
Closure,43,4300162
Closure,43,4300163
Closure,43,4300164
Closure,44,4400061
Closure,44,4400062
Closure,44,4400063
Closure,44,4400064
Closure,44,4400065
Closure,44,4400066
Closure,44,4400067
Closure,44,4400068
Closure,44,4400069
Closure,44,4400070
Closure,44,4400071
Closure,45,4500292
Closure,45,4500300
Closure,45,4500301
Closure,45,4500302
Closure,45,4500303
Closure,45,4500304
Closure,45,4500305
Closure,45,4500306
Closure,45,4500307
Closure,45,4500308
Closure,45,4500309
Closure,45,4500310
Closure,45,4500375
Closure,47,4700232
Closure,47,4700233
Closure,47,4700234
Closure,47,4700235
Closure,47,4700236
Closure,47,4700237
Closure,47,4700238
Closure,47,4700239
Closure,47,4700240
Closure,47,4700241
Closure,47,4700242
Closure,47,4700243
Closure,47,4700316
Closure,47,4700317
Closure,47,4700318
Closure,47,4700319
Closure,47,4700320
Closure,47,4700321
Closure,47,4700322
Closure,47,4700323
Closure,47,4700324
Closure,47,4700325
Closure,47,4700326
Closure,47,4700327
Closure,47,4700328
Closure,48,4800617
Closure,48,4800618
Closure,48,4800619
Closure,48,4800620
Closure,48,4800621
Closure,48,4800622
Closure,48,4800623
Closure,48,4800624
Closure,48,4800625
Closure,48,4800626
Closure,48,4800627
Closure,48,4800628
Closure,48,4800629
Closure,48,4800630
Closure,49,4900013
Closure,49,4900014
Closure,49,4900033
Closure,49,4900034
Closure,49,4900035
Closure,49,4900036
Closure,49,4900037
Closure,49,4900038
Closure,49,4900039
Closure,49,4900040
Closure,49,4900054
Closure,49,4900056
Closure,50,5000206
Closure,50,5000207
Closure,50,5000208
Closure,50,5000209
Closure,50,5000217
Closure,50,5000218
Closure,50,5000219
Closure,50,5000220
Closure,50,5000221
Closure,50,5000222
Closure,50,5000223
Closure,50,5000224
Closure,50,5000225
Closure,50,5000226
Closure,50,5000227
Closure,50,5000228
Closure,50,5000229
Closure,51,5100109
Closure,51,5100110
Closure,51,5100111
Closure,51,5100112
Closure,51,5100113
Closure,52,5200559
Closure,52,5200560
Closure,52,5200561
Closure,52,5200562
Closure,52,5200563
Closure,52,5200564
Closure,52,5200565
Closure,52,5200566
Closure,52,5200567
Closure,52,5200568
Closure,52,5200569
Closure,52,5200570
Closure,53,5300122
Closure,53,5300123
Closure,53,5300124
Closure,54,5400077
Closure,54,5400078
Closure,54,5400079
Closure,54,5400080
Closure,54,5400081
Closure,54,5400082
Closure,54,5400083
Closure,54,5400084
Closure,54,5400085
Closure,54,5400086
Closure,54,5400092
Closure,54,5400093
Closure,54,5400098
Closure,54,5400997
Closure,54,5400998
Closure,54,5400999
Closure,54,5401000
Closure,54,5401001
Closure,54,5401002
Closure,54,5401003
Closure,54,5401004
Closure,55,5500021
Closure,55,5500022
Closure,55,5500023
Closure,56,5600037
Closure,56,5600038
Closure,56,5600039
