Chart,2,200154
Chart,2,200157
Chart,2,200158
Chart,2,200159
Chart,2,200160
Chart,2,200164
Chart,2,200167
Chart,2,200320
Chart,2,200323
Chart,2,200324
Chart,2,200325
Chart,2,200326
Chart,2,200330
Chart,3,300265
Chart,3,300266
Chart,4,400483
Chart,5,500080
Chart,5,500081
Chart,5,500082
Chart,5,500084
Chart,5,500085
Chart,5,500086
Chart,5,500087
Chart,5,500088
Chart,6,600004
Chart,6,600005
Chart,6,600006
Chart,6,600007
Chart,6,600008
Chart,6,600009
Chart,6,600010
Chart,9,900243
Chart,9,900244
Chart,9,900245
Chart,9,900246
Chart,9,900247
Chart,9,900248
Chart,9,900249
Chart,9,900250
Chart,9,900251
Chart,11,1100044
Chart,12,1200001
Chart,13,1300227
Chart,13,1300228
Chart,13,1300229
Chart,13,1300230
Chart,14,1400231
Chart,14,1400232
Chart,14,1400264
Chart,14,1400265
Chart,14,1400751
Chart,14,1400752
Chart,14,1400778
Chart,14,1400779
Chart,15,1500082
Chart,15,1500110
Chart,16,1600017
Chart,16,1600018
Chart,16,1600019
Chart,16,1600020
Chart,16,1600021
Chart,16,1600022
Chart,16,1600044
Chart,17,1700178
Chart,17,1700179
Chart,18,1800107
Chart,18,1800108
Chart,18,1800111
Chart,18,1800112
Chart,18,1800113
Chart,18,1800202
Chart,19,1900077
Chart,19,1900112
Chart,21,2100062
Chart,21,2100063
Chart,21,2100064
Chart,21,2100065
Chart,21,2100066
Chart,21,2100067
Chart,21,2100068
Chart,21,2100069
Chart,21,2100070
Chart,21,2100071
Chart,21,2100072
Chart,21,2100073
Chart,21,2100074
Chart,21,2100075
Chart,21,2100076
Chart,21,2100077
Chart,21,2100078
Chart,21,2100079
Chart,21,2100080
Chart,21,2100081
Chart,21,2100082
Chart,21,2100083
Chart,21,2100084
Chart,21,2100085
Chart,21,2100086
Chart,22,2200034
Chart,22,2200035
Chart,22,2200036
Chart,22,2200037
Chart,22,2200038
Chart,22,2200039
Chart,22,2200040
Chart,22,2200068
Chart,22,2200069
Chart,22,2200070
Chart,22,2200071
Chart,22,2200072
Chart,22,2200073
Chart,22,2200074
Chart,22,2200075
Chart,22,2200076
Chart,22,2200077
Chart,22,2200078
Chart,22,2200079
Chart,22,2200080
Chart,22,2200081
Chart,22,2200082
Chart,22,2200086
Chart,22,2200087
Chart,22,2200088
Chart,22,2200100
Chart,22,2200101
Chart,22,2200102
Chart,23,2300009
Chart,23,2300010
Chart,23,2300011
Chart,23,2300012
Chart,23,2300013
Chart,23,2300014
Chart,23,2300015
Chart,23,2300016
Chart,23,2300017
Chart,23,2300018
Chart,23,2300019
Chart,23,2300020
Chart,24,2400011
Chart,24,2400012
Chart,24,2400013
Chart,24,2400014
Chart,24,2400015
Chart,24,2400016
Chart,24,2400017
Chart,24,2400018
Chart,24,2400019
Chart,24,2400020
Chart,24,2400021
Chart,24,2400022
Chart,24,2400023
Chart,24,2400024
Chart,24,2400025
Chart,25,2500004
Chart,25,2500005
Chart,25,2500007
Chart,25,2500011
Chart,25,2500012
Chart,25,2500014
Chart,26,2600120
